               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.021241,            0.013678,            0.001653,             0.77051,             0.72227,              0.7263,             0.31276,            0.043381,            0.019477,             0.01046,           0.0056236,           0.0056236,           0.0056236
                 161,            0.021188,            0.014368,           0.0016007,             0.76329,              0.7263,             0.72217,             0.31248,            0.043419,            0.019462,            0.010393,           0.0055819,           0.0055819,           0.0055819
                 162,            0.020732,            0.014348,           0.0015435,             0.76727,             0.71761,             0.72891,             0.31578,            0.043451,            0.019409,            0.010225,           0.0055403,           0.0055403,           0.0055403
                 163,            0.020783,            0.014062,           0.0016664,             0.77517,             0.70211,             0.72735,             0.31427,            0.043605,            0.019378,            0.010434,           0.0054987,           0.0054987,           0.0054987
                 164,            0.020729,            0.014231,           0.0015532,             0.76207,             0.71346,             0.72428,             0.31133,            0.043717,            0.019422,            0.010341,           0.0054571,           0.0054571,           0.0054571
                 165,            0.020401,            0.014094,           0.0015287,             0.74642,             0.72734,             0.72112,             0.31522,            0.043658,            0.019462,            0.010443,           0.0054157,           0.0054157,           0.0054157
                 166,            0.020764,             0.01399,           0.0016124,             0.77626,             0.69883,             0.71994,             0.31562,            0.043688,            0.019614,            0.010311,           0.0053743,           0.0053743,           0.0053743
                 167,            0.020495,            0.014148,           0.0015687,             0.76241,             0.71784,             0.72755,             0.31624,            0.043585,            0.019613,            0.010287,           0.0053329,           0.0053329,           0.0053329
                 168,            0.020592,            0.014238,            0.001436,             0.75332,              0.7244,             0.71794,             0.31457,            0.043578,            0.019611,             0.01037,           0.0052917,           0.0052917,           0.0052917
                 169,            0.020184,             0.01388,           0.0015256,             0.77374,             0.71266,             0.72162,             0.31761,            0.043453,            0.019713,            0.010212,           0.0052505,           0.0052505,           0.0052505
                 170,            0.020409,            0.014235,           0.0016847,             0.78466,             0.71332,             0.72706,             0.31704,            0.043437,            0.019699,            0.010109,           0.0052094,           0.0052094,           0.0052094
                 171,             0.02017,            0.013755,           0.0014094,             0.78662,             0.70862,             0.72571,             0.31715,            0.043476,            0.019759,            0.010006,           0.0051684,           0.0051684,           0.0051684
                 172,            0.020366,             0.01408,           0.0015884,             0.76879,             0.71556,             0.72097,              0.3171,            0.043496,            0.019737,           0.0097818,           0.0051274,           0.0051274,           0.0051274
                 173,            0.020279,            0.014006,           0.0014751,             0.76856,              0.7231,             0.72018,             0.31771,            0.043502,            0.019778,           0.0097205,           0.0050866,           0.0050866,           0.0050866
                 174,            0.020173,            0.013759,           0.0016186,             0.75008,             0.73494,             0.72403,             0.31948,            0.043504,            0.019905,            0.009781,           0.0050459,           0.0050459,           0.0050459
                 175,            0.020123,            0.013682,           0.0014254,             0.74894,             0.73631,             0.72373,             0.31817,            0.043499,            0.019934,           0.0097653,           0.0050052,           0.0050052,           0.0050052
                 176,            0.020058,            0.014032,           0.0014591,             0.76747,             0.72882,             0.72225,              0.3144,            0.043551,            0.019981,           0.0096678,           0.0049647,           0.0049647,           0.0049647
                 177,            0.019735,            0.013612,           0.0013168,             0.76711,              0.7307,             0.72747,             0.31786,             0.04348,            0.020064,            0.009718,           0.0049243,           0.0049243,           0.0049243
                 178,            0.019833,             0.01377,           0.0014382,             0.76516,               0.733,             0.72581,             0.31773,            0.043474,            0.020135,           0.0097405,            0.004884,            0.004884,            0.004884
                 179,            0.019847,            0.013385,           0.0013742,             0.76766,             0.72627,             0.72449,             0.31799,            0.043429,            0.020124,           0.0098716,           0.0048439,           0.0048439,           0.0048439
                 180,            0.019793,            0.013748,           0.0013912,             0.75343,             0.73669,             0.72729,             0.31679,            0.043414,            0.020139,            0.010028,           0.0048038,           0.0048038,           0.0048038
                 181,            0.019776,            0.013557,           0.0014623,             0.73916,             0.75212,             0.73073,              0.3198,            0.043348,            0.020104,            0.010047,           0.0047639,           0.0047639,           0.0047639
                 182,            0.019688,            0.013709,           0.0014502,               0.767,             0.71887,             0.72623,             0.31983,            0.043386,             0.02015,            0.010153,           0.0047242,           0.0047242,           0.0047242
                 183,            0.019666,            0.013742,           0.0013353,             0.74175,             0.74033,             0.72393,             0.31483,            0.043445,            0.020125,            0.010236,           0.0046845,           0.0046845,           0.0046845
                 184,            0.019551,            0.013105,           0.0015129,             0.76061,             0.73944,             0.72591,             0.31597,            0.043484,            0.020131,            0.010209,            0.004645,            0.004645,            0.004645
                 185,            0.019354,            0.013183,           0.0013536,             0.75607,             0.73857,             0.72803,             0.31477,            0.043535,            0.020159,            0.010058,           0.0046057,           0.0046057,           0.0046057
                 186,            0.019728,            0.013718,           0.0015232,             0.75343,             0.73875,             0.72916,             0.31623,            0.043511,            0.020141,           0.0099882,           0.0045665,           0.0045665,           0.0045665
                 187,            0.019364,            0.013277,           0.0014037,             0.79114,             0.71173,             0.73116,             0.31811,            0.043458,            0.020167,              0.0099,           0.0045275,           0.0045275,           0.0045275
                 188,            0.019282,            0.012982,           0.0014693,             0.79455,             0.71815,             0.73653,             0.32032,            0.043445,              0.0202,           0.0098674,           0.0044886,           0.0044886,           0.0044886
                 189,            0.019253,            0.013634,           0.0012479,             0.80531,             0.71006,             0.73678,             0.31888,            0.043527,            0.020218,            0.009883,           0.0044499,           0.0044499,           0.0044499
                 190,            0.018901,            0.013721,           0.0012237,              0.7976,              0.7203,             0.73871,             0.31747,            0.043579,            0.020275,           0.0097705,           0.0044114,           0.0044114,           0.0044114
                 191,            0.019097,            0.013427,           0.0014026,             0.79446,             0.72199,             0.73716,             0.31766,            0.043539,            0.020293,           0.0097903,           0.0043731,           0.0043731,           0.0043731
                 192,            0.019148,            0.013496,           0.0012087,             0.77725,             0.73457,             0.73777,             0.31853,            0.043478,            0.020286,            0.009801,           0.0043349,           0.0043349,           0.0043349
                 193,            0.019269,            0.013626,           0.0013055,             0.77751,             0.73539,             0.73736,             0.31909,            0.043457,            0.020321,           0.0098699,           0.0042969,           0.0042969,           0.0042969
                 194,            0.018936,            0.013035,            0.001234,             0.77407,             0.73091,             0.73297,             0.31876,            0.043473,            0.020397,            0.010015,           0.0042591,           0.0042591,           0.0042591
                 195,            0.018756,            0.012819,           0.0013081,             0.77968,             0.72591,             0.73056,             0.31834,            0.043544,            0.020444,            0.010067,           0.0042215,           0.0042215,           0.0042215
                 196,            0.018866,            0.012906,           0.0012253,             0.76419,             0.73368,              0.7339,             0.31762,            0.043571,             0.02042,            0.010149,            0.004184,            0.004184,            0.004184
                 197,            0.018853,            0.013221,           0.0014144,             0.77542,             0.72841,             0.73202,              0.3174,            0.043553,            0.020386,            0.010179,           0.0041468,           0.0041468,           0.0041468
                 198,            0.018873,            0.013463,           0.0013542,             0.77447,             0.73079,             0.73347,              0.3178,            0.043501,            0.020351,            0.010183,           0.0041098,           0.0041098,           0.0041098
                 199,            0.018704,            0.012842,           0.0014256,             0.75973,             0.74013,              0.7324,             0.31861,            0.043505,            0.020354,            0.010218,            0.004073,            0.004073,            0.004073
                 200,            0.018756,            0.013073,           0.0013426,             0.75975,             0.73967,             0.73277,             0.31861,             0.04348,            0.020361,            0.010132,           0.0040364,           0.0040364,           0.0040364
                 201,            0.018706,            0.013365,           0.0011889,             0.79287,             0.71707,             0.73592,             0.31777,            0.043463,            0.020345,            0.010125,               0.004,               0.004,               0.004
                 202,            0.018655,            0.012928,           0.0012082,             0.78799,             0.72232,             0.73378,             0.31762,            0.043455,            0.020338,            0.010086,           0.0039638,           0.0039638,           0.0039638
                 203,            0.018517,            0.012984,           0.0013407,             0.78956,             0.72705,             0.74033,              0.3198,            0.043449,             0.02036,            0.010106,           0.0039279,           0.0039279,           0.0039279
                 204,            0.018354,            0.012796,           0.0012339,             0.79104,             0.72492,             0.73942,             0.32013,            0.043444,            0.020351,            0.010081,           0.0038922,           0.0038922,           0.0038922
                 205,            0.018369,            0.013133,            0.001271,             0.77883,             0.72736,             0.73779,             0.32114,            0.043461,            0.020375,            0.010081,           0.0038567,           0.0038567,           0.0038567
                 206,            0.018296,            0.012809,           0.0011124,             0.78671,             0.71742,             0.73517,             0.31984,            0.043492,            0.020418,            0.010022,           0.0038214,           0.0038214,           0.0038214
                 207,            0.018089,            0.013014,           0.0013708,             0.77328,             0.72751,             0.73202,             0.31697,            0.043538,            0.020437,            0.010049,           0.0037864,           0.0037864,           0.0037864
                 208,             0.01814,            0.012868,           0.0011394,              0.7856,             0.71797,              0.7327,             0.31796,            0.043567,             0.02051,             0.01009,           0.0037517,           0.0037517,           0.0037517
                 209,            0.018202,            0.012774,           0.0011504,             0.78328,               0.726,             0.73294,             0.31829,            0.043604,            0.020551,            0.010068,           0.0037171,           0.0037171,           0.0037171
                 210,            0.017993,            0.012554,           0.0012063,             0.78432,             0.71952,             0.72733,             0.31625,            0.043626,            0.020583,             0.01007,           0.0036829,           0.0036829,           0.0036829
                 211,            0.018203,            0.012629,           0.0013319,              0.7802,             0.71943,              0.7265,             0.31705,            0.043652,            0.020638,              0.0101,           0.0036489,           0.0036489,           0.0036489
                 212,            0.017914,            0.012518,            0.001059,             0.77256,             0.72288,             0.72626,             0.31586,            0.043647,            0.020672,            0.010149,           0.0036151,           0.0036151,           0.0036151
                 213,            0.017922,            0.012922,           0.0011677,              0.7812,             0.71876,             0.72999,             0.31761,            0.043648,            0.020695,            0.010187,           0.0035816,           0.0035816,           0.0035816
                 214,            0.017755,            0.012447,            0.001019,             0.78099,             0.72216,             0.73285,             0.31761,            0.043655,            0.020733,            0.010156,           0.0035484,           0.0035484,           0.0035484
                 215,            0.017711,            0.012391,           0.0011983,             0.78339,             0.72134,             0.73389,             0.31919,            0.043647,            0.020793,            0.010137,           0.0035154,           0.0035154,           0.0035154
                 216,            0.017651,            0.012576,           0.0010548,             0.78943,             0.71654,             0.73333,             0.31891,            0.043639,            0.020805,            0.010091,           0.0034827,           0.0034827,           0.0034827
                 217,             0.01779,            0.012586,           0.0012339,              0.7813,              0.7224,             0.73411,             0.31828,            0.043644,            0.020845,            0.010127,           0.0034503,           0.0034503,           0.0034503
                 218,            0.017245,            0.012112,          0.00090608,             0.77141,              0.7289,             0.73202,             0.31881,            0.043665,            0.020915,            0.010119,           0.0034182,           0.0034182,           0.0034182
                 219,             0.01771,            0.012314,           0.0011002,             0.78019,             0.72438,             0.73336,             0.31869,            0.043665,            0.020959,            0.010149,           0.0033863,           0.0033863,           0.0033863
                 220,              0.0173,             0.01241,          0.00095176,             0.77992,             0.72282,             0.73351,             0.31982,            0.043676,            0.020997,            0.010209,           0.0033548,           0.0033548,           0.0033548
                 221,            0.017233,            0.012309,           0.0010784,             0.77665,             0.72044,             0.73354,             0.32023,            0.043695,            0.021039,            0.010251,           0.0033235,           0.0033235,           0.0033235
                 222,            0.017527,            0.012144,            0.001195,             0.80069,             0.70161,             0.73674,              0.3219,            0.043687,            0.021071,            0.010252,           0.0032925,           0.0032925,           0.0032925
                 223,            0.017387,            0.012377,          0.00099186,             0.76053,             0.73563,             0.73618,             0.32165,            0.043701,            0.021113,            0.010205,           0.0032618,           0.0032618,           0.0032618
                 224,            0.017262,            0.011801,           0.0010657,             0.76619,             0.72939,             0.73612,             0.32089,            0.043701,            0.021141,            0.010199,           0.0032314,           0.0032314,           0.0032314
                 225,            0.017171,            0.012045,          0.00097755,             0.76752,             0.73135,             0.73761,             0.32149,            0.043702,            0.021173,            0.010208,           0.0032013,           0.0032013,           0.0032013
                 226,            0.017172,            0.012104,           0.0010049,             0.79352,             0.70864,             0.73607,             0.32194,             0.04372,            0.021197,             0.01024,           0.0031716,           0.0031716,           0.0031716
                 227,            0.017324,             0.01202,          0.00098595,             0.80523,             0.69924,              0.7368,             0.32108,            0.043725,            0.021184,            0.010286,           0.0031421,           0.0031421,           0.0031421
                 228,            0.017113,            0.012028,          0.00097017,             0.81103,             0.69877,             0.73763,             0.32011,             0.04372,            0.021199,            0.010282,            0.003113,            0.003113,            0.003113
