               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,             0.02685,            0.017186,           0.0028246,             0.79578,             0.78416,             0.78961,             0.34941,            0.043111,            0.016666,            0.011588,           0.0055819,           0.0055819,           0.0055819
                 162,            0.027016,            0.017264,           0.0029285,             0.80265,             0.77102,             0.79264,             0.34991,            0.043065,            0.016593,            0.011827,           0.0055403,           0.0055403,           0.0055403
                 163,             0.02719,             0.01702,           0.0028717,             0.78091,             0.78888,              0.7936,             0.34847,            0.043107,            0.016586,            0.011908,           0.0054987,           0.0054987,           0.0054987
                 164,            0.026975,            0.017112,           0.0028609,             0.81609,             0.75712,             0.78882,             0.34954,            0.043117,            0.016584,            0.011654,           0.0054571,           0.0054571,           0.0054571
                 165,            0.026715,             0.01764,           0.0026854,             0.83997,             0.73033,             0.78011,             0.34818,            0.043207,            0.016589,            0.011674,           0.0054157,           0.0054157,           0.0054157
                 166,            0.026897,            0.017066,            0.002727,             0.83178,             0.75645,             0.79457,             0.35214,            0.043219,             0.01653,            0.011405,           0.0053743,           0.0053743,           0.0053743
                 167,            0.026576,            0.016951,           0.0026667,             0.83023,             0.74846,             0.79176,             0.35101,            0.043232,             0.01656,            0.011171,           0.0053329,           0.0053329,           0.0053329
                 168,            0.026333,            0.016989,           0.0026944,             0.80613,             0.76308,             0.78987,             0.35196,            0.043215,            0.016587,            0.011398,           0.0052917,           0.0052917,           0.0052917
                 169,            0.026182,            0.016696,           0.0028071,             0.78262,             0.77406,             0.78794,             0.34909,            0.043273,            0.016582,            0.011351,           0.0052505,           0.0052505,           0.0052505
                 170,            0.026192,            0.016802,           0.0026457,             0.76405,             0.79324,             0.79061,             0.34852,             0.04323,            0.016597,             0.01152,           0.0052094,           0.0052094,           0.0052094
                 171,              0.0263,            0.016709,           0.0029295,             0.83612,             0.72429,             0.78669,             0.34508,            0.043234,            0.016639,            0.011744,           0.0051684,           0.0051684,           0.0051684
                 172,            0.026014,            0.016547,           0.0026033,             0.79623,              0.7671,             0.78655,             0.34315,            0.043241,            0.016683,            0.011731,           0.0051274,           0.0051274,           0.0051274
                 173,            0.026082,            0.016842,           0.0027957,             0.82687,              0.7458,             0.78837,             0.34791,            0.043144,            0.016793,            0.011592,           0.0050866,           0.0050866,           0.0050866
                 174,            0.025942,            0.016876,           0.0024342,             0.81315,              0.7527,             0.78652,              0.3432,            0.043198,            0.016848,            0.011668,           0.0050459,           0.0050459,           0.0050459
                 175,            0.025997,            0.016677,           0.0025017,             0.80862,             0.75133,             0.78558,             0.34556,            0.043248,            0.016882,             0.01184,           0.0050052,           0.0050052,           0.0050052
                 176,            0.025654,            0.016686,           0.0026674,             0.78593,             0.76633,             0.78632,             0.34449,            0.043284,            0.016898,            0.012196,           0.0049647,           0.0049647,           0.0049647
                 177,            0.025951,            0.016833,           0.0026327,             0.77744,             0.77351,             0.78546,              0.3469,            0.043294,            0.016862,             0.01208,           0.0049243,           0.0049243,           0.0049243
                 178,            0.025462,            0.016528,           0.0026693,             0.78797,             0.76937,             0.78771,             0.34552,            0.043349,            0.016884,            0.011998,            0.004884,            0.004884,            0.004884
                 179,            0.025702,            0.016628,           0.0025363,              0.7924,             0.76662,             0.79103,             0.34839,            0.043374,            0.016927,            0.012026,           0.0048439,           0.0048439,           0.0048439
                 180,            0.025559,            0.016406,           0.0025253,             0.80688,             0.75959,             0.78952,             0.35118,            0.043386,            0.016979,            0.011975,           0.0048038,           0.0048038,           0.0048038
                 181,            0.025473,            0.016648,            0.002439,             0.81329,             0.75326,             0.78819,              0.3511,             0.04341,            0.016978,            0.011792,           0.0047639,           0.0047639,           0.0047639
                 182,            0.025411,            0.016881,           0.0024307,             0.80944,             0.75885,             0.79069,             0.35096,            0.043368,            0.017024,            0.011698,           0.0047242,           0.0047242,           0.0047242
                 183,            0.025364,            0.016649,           0.0023003,             0.78607,             0.77213,             0.78986,             0.34996,            0.043308,            0.017028,            0.011698,           0.0046845,           0.0046845,           0.0046845
                 184,            0.025408,            0.016278,           0.0023594,             0.79578,             0.76906,             0.79001,             0.34996,            0.043303,            0.017058,            0.011728,            0.004645,            0.004645,            0.004645
                 185,            0.025328,            0.016422,           0.0024584,             0.81533,             0.76387,             0.79404,             0.34984,            0.043352,            0.017058,             0.01165,           0.0046057,           0.0046057,           0.0046057
                 186,            0.025178,            0.016582,           0.0023375,             0.82001,              0.7555,             0.79422,             0.34928,             0.04339,            0.017105,            0.011724,           0.0045665,           0.0045665,           0.0045665
                 187,            0.024761,            0.015979,           0.0022016,             0.81648,             0.75694,             0.79519,             0.34862,             0.04341,            0.017136,            0.011822,           0.0045275,           0.0045275,           0.0045275
                 188,            0.025127,            0.016322,           0.0023111,             0.80043,             0.76548,             0.79276,             0.34819,            0.043436,             0.01718,            0.011889,           0.0044886,           0.0044886,           0.0044886
                 189,            0.024869,            0.016124,           0.0023129,             0.81213,             0.75572,             0.79021,             0.34654,            0.043436,            0.017182,            0.012008,           0.0044499,           0.0044499,           0.0044499
                 190,            0.024791,            0.016042,           0.0025598,             0.82541,             0.74458,             0.79012,             0.34631,            0.043475,            0.017201,            0.011926,           0.0044114,           0.0044114,           0.0044114
                 191,            0.024731,            0.016303,           0.0022922,             0.81978,             0.75004,             0.78851,             0.34535,            0.043517,            0.017221,            0.011875,           0.0043731,           0.0043731,           0.0043731
                 192,             0.02494,            0.016003,           0.0025199,             0.82453,              0.7495,             0.79099,             0.34681,            0.043557,            0.017233,            0.011869,           0.0043349,           0.0043349,           0.0043349
                 193,            0.024787,            0.016125,           0.0022894,             0.80659,             0.75677,             0.78918,             0.34733,             0.04356,            0.017243,            0.011833,           0.0042969,           0.0042969,           0.0042969
                 194,            0.024465,            0.016227,           0.0022768,              0.8069,                0.76,             0.79139,             0.34765,            0.043575,            0.017259,             0.01189,           0.0042591,           0.0042591,           0.0042591
                 195,            0.024724,            0.016203,           0.0022956,             0.82239,             0.74483,             0.79094,             0.34661,            0.043548,            0.017273,            0.011942,           0.0042215,           0.0042215,           0.0042215
                 196,            0.024709,             0.01604,           0.0023425,             0.82931,             0.73884,             0.78695,             0.34479,            0.043558,            0.017302,             0.01205,            0.004184,            0.004184,            0.004184
                 197,            0.024659,            0.016058,           0.0022269,             0.81724,             0.74792,             0.78726,             0.34512,            0.043509,            0.017244,            0.012173,           0.0041468,           0.0041468,           0.0041468
                 198,            0.024537,            0.015807,           0.0022473,             0.80867,             0.75985,             0.79013,             0.34601,            0.043496,             0.01725,            0.012283,           0.0041098,           0.0041098,           0.0041098
                 199,            0.024356,            0.016221,           0.0021579,             0.80898,                0.76,             0.79023,             0.34657,            0.043462,            0.017252,            0.012372,            0.004073,            0.004073,            0.004073
                 200,            0.024022,            0.015849,           0.0021619,             0.83157,             0.74052,              0.7913,             0.34587,            0.043476,            0.017298,             0.01254,           0.0040364,           0.0040364,           0.0040364
                 201,            0.024435,            0.016018,           0.0021501,             0.84335,             0.73051,             0.78648,             0.34403,            0.043504,            0.017316,            0.012601,               0.004,               0.004,               0.004
                 202,            0.024179,            0.015937,           0.0022613,             0.79876,             0.76723,             0.78897,             0.34449,            0.043552,            0.017363,            0.012594,           0.0039638,           0.0039638,           0.0039638
                 203,            0.024244,            0.015647,           0.0020525,             0.82738,             0.74185,             0.78823,             0.34547,            0.043547,            0.017376,            0.012593,           0.0039279,           0.0039279,           0.0039279
                 204,            0.023687,            0.015324,            0.002092,             0.82836,             0.74179,              0.7835,             0.34318,            0.043567,            0.017373,            0.012577,           0.0038922,           0.0038922,           0.0038922
                 205,            0.023843,            0.015804,           0.0020411,             0.82817,             0.74482,             0.78511,             0.34333,            0.043574,             0.01742,            0.012597,           0.0038567,           0.0038567,           0.0038567
                 206,            0.023652,            0.015489,           0.0020356,             0.80723,             0.76034,             0.78265,             0.34245,            0.043583,            0.017466,            0.012609,           0.0038214,           0.0038214,           0.0038214
                 207,            0.023798,             0.01572,           0.0020513,             0.82985,             0.73908,             0.78228,             0.34307,            0.043578,            0.017473,            0.012651,           0.0037864,           0.0037864,           0.0037864
                 208,            0.023888,            0.015481,           0.0022388,             0.82863,             0.73995,             0.78328,             0.34486,            0.043515,            0.017427,            0.012768,           0.0037517,           0.0037517,           0.0037517
                 209,            0.023672,            0.015722,           0.0020946,             0.80891,             0.75741,             0.78634,             0.34464,             0.04351,             0.01743,            0.012817,           0.0037171,           0.0037171,           0.0037171
                 210,            0.023594,            0.015754,           0.0021406,             0.82662,             0.73839,             0.78415,             0.34621,            0.043522,            0.017454,            0.012763,           0.0036829,           0.0036829,           0.0036829
                 211,            0.023604,            0.015814,           0.0020125,             0.82663,             0.74085,             0.78445,             0.34666,            0.043532,            0.017455,            0.012745,           0.0036489,           0.0036489,           0.0036489
                 212,            0.023492,            0.015545,           0.0021159,             0.83343,             0.73233,             0.78442,             0.34774,            0.043552,            0.017464,             0.01275,           0.0036151,           0.0036151,           0.0036151
                 213,            0.023384,            0.014689,           0.0021239,             0.78469,             0.77777,             0.78687,             0.34738,            0.043568,            0.017486,            0.012781,           0.0035816,           0.0035816,           0.0035816
                 214,            0.023523,            0.015471,           0.0020745,             0.81524,             0.74878,             0.78738,             0.34675,            0.043585,            0.017499,            0.012801,           0.0035484,           0.0035484,           0.0035484
                 215,            0.023419,            0.015511,           0.0020385,             0.79147,             0.77037,             0.78847,             0.34617,            0.043595,            0.017517,            0.012821,           0.0035154,           0.0035154,           0.0035154
                 216,            0.023235,            0.015077,           0.0020116,             0.77886,             0.77953,             0.78777,              0.3472,            0.043607,            0.017541,            0.012955,           0.0034827,           0.0034827,           0.0034827
                 217,            0.023449,            0.015366,           0.0018538,             0.77432,             0.77483,             0.78375,             0.34762,            0.043629,            0.017587,             0.01306,           0.0034503,           0.0034503,           0.0034503
